,prot_2_882,prot_2_847,prot_2_957,prot_2_1005,prot_2_172,prot_2_434,prot_2_592,prot_1_173,prot_2_59,prot_1_340,prot_1_352,prot_2_1013,prot_2_583,prot_1_56,prot_2_483,prot_2_861,wind_882,prot_1_829,wind_792,prot_1_561,prot_1_291,prot_1_815,prot_2_951,prot_2_114,prot_2_901,prot_2_107,wind_596,wind_532,prot_2_44,prot_1_374,prot_2_372,prot_2_471,prot_2_319,wind_564,prot_2_996,wind_961,wind_613,prot_2_573,wind_978,prot_2_193,prot_1_651,prot_1_547,prot_1_501,prot_2_803,wind_495,wind_55,wind_659,prot_1_466,prot_2_6,wind_420,wind_836,wind_865,wind_703,wind_850,wind_922,prot_1_453,wind_878,prot_2_876,prot_1_887,wind_580,wind_793,prot_1_253,prot_2_249,prot_2_739,prot_1_338,wind_393,wind_550,wind_778,wind_220,prot_1_895,prot_2_810,prot_1_559,Is_int,PTM,Effect
10,-0.05315928,0.020707227,0.01535906,0.01654702,0.028043438,-0.049742077,-0.010216569,0.014762541,0.051357206,-0.058099832,-0.053391233,-0.0016584076,-0.022461986,-0.041361272,-0.0064957216,0.039282817,0.10157002,0.04226684,-0.0259752,-0.0074604345,0.08726583,-0.028670505,-0.026407342,0.011072658,0.07781164,-0.005599392,-0.05433501,-0.020373238,-0.04466998,-0.0066159237,-0.024223166,0.010506521,0.035317108,0.1125004,0.014767291,0.07201538,0.2074811,-0.0069130817,0.11654938,0.044411022,0.014730236,0.0054343846,-0.017974256,0.04836161,0.015458519,-0.14039128,-0.13098854,0.033960808,-0.005694202,0.22492975,0.074381545,0.061955474,0.022286996,0.18742228,0.06992657,-0.008322438,0.01087355,-0.0076295063,-0.017810931,-0.01438716,0.11478605,0.029293545,-0.026428321,0.0072593885,-0.034570888,-0.048693523,-0.03497629,0.08236019,0.11067175,0.023719411,0.022891948,0.00492365,0,3,0
11,-0.0323648,-0.017624654,0.008679957,-0.011592758,-0.025802642,-0.012277283,-0.011593849,0.02445038,0.08014757,-0.046299413,-0.032072097,0.010797921,-0.039796863,-0.013559094,-0.03829792,0.017178725,0.13058932,0.017892703,-0.0062428173,-0.008453884,0.04917071,-0.02757185,-0.005312711,-0.0093527315,0.044155043,0.03372769,-0.10025409,0.037149593,-0.004262473,-0.027524078,-0.046327017,-0.035807244,-0.0139330765,0.11296651,-0.07259145,0.11786865,0.20462318,-0.023965886,0.14635897,0.063983254,0.028182615,0.0008931176,-0.019174699,0.055385638,0.05759363,-0.071545705,-0.1708282,0.043889385,-0.060069546,0.15924162,0.02231353,0.12821527,0.026799345,0.22770351,0.059855286,-0.0010540592,-0.028808605,-0.03368998,-0.00024844505,0.0053402693,0.10574683,0.017775498,-0.034242418,0.03204478,-0.033734497,-0.067815356,-0.06599578,0.0009855786,0.18865038,0.007164622,0.029897096,0.027931115,0,3,1
12,-0.0323648,-0.017624654,0.008679957,-0.011592758,-0.025802642,-0.012277283,-0.011593849,0.02445038,0.08014757,-0.046299413,-0.032072097,0.010797921,-0.039796863,-0.013559094,-0.03829792,0.017178725,0.15260558,0.017892703,-0.026667353,-0.008453884,0.04917071,-0.02757185,-0.005312711,-0.0093527315,0.044155043,0.03372769,-0.103636295,0.022858884,-0.004262473,-0.027524078,-0.046327017,-0.035807244,-0.0139330765,0.123098,-0.07259145,0.12764195,0.20172793,-0.023965886,0.14607525,0.063983254,0.028182615,0.0008931176,-0.019174699,0.055385638,0.065617144,-0.08188298,-0.18641351,0.043889385,-0.060069546,0.15895505,0.0131735755,0.12598503,0.040083136,0.21315433,0.052971434,-0.0010540592,-0.016414784,-0.03368998,-0.00024844505,0.022086272,0.10113742,0.017775498,-0.034242418,0.03204478,-0.033734497,-0.07442995,-0.065622546,-0.0052473834,0.1920896,0.007164622,0.029897096,0.027931115,0,3,0
13,-0.03230704,-0.008489213,0.06293146,-0.026296036,0.04501552,-0.04488241,0.009859976,0.02445038,0.008531772,-0.046299413,-0.032072097,-0.017059198,0.001845174,-0.013559094,0.014880951,0.036355864,0.13058932,0.017892703,-0.0062428173,-0.008453884,0.04917071,-0.02757185,-0.020528061,-0.024488293,0.039209936,-0.026196305,-0.10025409,0.037149593,0.008656343,-0.027524078,-0.02356218,0.017774299,-0.0049379547,0.11296651,-0.029931819,0.11786865,0.20462318,-0.013586688,0.14635897,-0.011996448,0.028182615,0.0008931176,-0.019174699,0.031525478,0.05759363,-0.071545705,-0.1708282,0.043889385,-0.02114818,0.15924162,0.02231353,0.12821527,0.026799345,0.22770351,0.059855286,-0.0010540592,-0.028808605,0.02186442,-0.00024844505,0.0053402693,0.10574683,0.017775498,0.008546926,-0.019227847,-0.033734497,-0.067815356,-0.06599578,0.0009855786,0.18865038,0.007164622,0.01573025,0.027931115,0,3,0
14,-0.047718354,-0.028851213,0.0047746385,-0.017025838,-0.046473604,-0.027717138,-0.003905367,0.02445038,0.08789233,-0.046299413,-0.032072097,-0.01803604,-0.0068517663,-0.013559094,-0.0353945,-0.0119240135,0.15260558,0.017892703,-0.026667353,-0.008453884,0.04917071,-0.02757185,-0.030608565,-0.008103718,0.1179474,0.019142894,-0.103636295,0.022858884,-0.046967827,-0.027524078,-0.021899244,0.0025852346,-0.010440076,0.123098,-0.04604534,0.12764195,0.20172793,-0.010617195,0.14607525,0.013684405,0.028182615,0.0008931176,-0.019174699,0.05680941,0.065617144,-0.08188298,-0.18641351,0.043889385,-0.043610957,0.15895505,0.0131735755,0.12598503,0.040083136,0.21315433,0.052971434,-0.0010540592,-0.016414784,-0.005432196,-0.00024844505,0.022086272,0.10113742,0.017775498,0.03301949,0.028319145,-0.033734497,-0.07442995,-0.065622546,-0.0052473834,0.1920896,0.007164622,0.03873424,0.027931115,0,3,0
15,-0.030899944,-0.022459902,0.07748429,-0.0026932887,0.04278737,-0.050314132,0.022512205,0.02445038,-0.0036432298,-0.046299413,-0.032072097,-0.031778168,0.0105460305,-0.013559094,0.019429924,0.042741757,0.13058932,0.017892703,-0.0062428173,-0.008453884,0.04917071,-0.02757185,-0.021108754,-0.021775551,0.028453948,-0.02152808,-0.10025409,0.037149593,0.02553517,-0.027524078,-0.011311107,0.013484599,-0.017815134,0.11296651,-0.029060008,0.11786865,0.20462318,-0.035506748,0.14635897,-0.0120477965,0.028182615,0.0008931176,-0.019174699,0.022718204,0.05759363,-0.071545705,-0.1708282,0.043889385,-0.011145063,0.15924162,0.02231353,0.12821527,0.026799345,0.22770351,0.059855286,-0.0010540592,-0.028808605,0.024192296,-0.00024844505,0.0053402693,0.10574683,0.017775498,0.0307866,-0.021014374,-0.033734497,-0.067815356,-0.06599578,0.0009855786,0.18865038,0.007164622,0.00079994905,0.027931115,0,3,0
16,-0.046317887,-0.03170676,0.005415785,-0.026013095,-0.03378729,-0.02850601,0.0010543098,0.02445038,0.08439589,-0.046299413,-0.032072097,-0.029555222,0.014078929,-0.013559094,-0.04066174,-0.00090039463,0.15260558,0.017892703,-0.026667353,-0.008453884,0.04917071,-0.02757185,-0.049305998,0.019001141,0.11370933,0.055310823,-0.103636295,0.022858884,-0.04084937,-0.027524078,-0.009336848,0.0035296595,-0.0193935,0.123098,-0.04740125,0.12764195,0.20172793,-0.0044429014,0.14607525,0.018819377,0.028182615,0.0008931176,-0.019174699,0.031784724,0.065617144,-0.08188298,-0.18641351,0.043889385,-0.06726064,0.15895505,0.0131735755,0.12598503,0.040083136,0.21315433,0.052971434,-0.0010540592,-0.016414784,0.032404028,-0.00024844505,0.022086272,0.10113742,0.017775498,0.0050154277,0.033228856,-0.033734497,-0.07442995,-0.065622546,-0.0052473834,0.1920896,0.007164622,0.014114769,0.027931115,0,3,0
17,-0.026430707,-0.03418561,0.026276505,-0.038022615,0.021603215,-0.027767252,0.016309611,0.058931824,0.04417828,-0.04563396,0.017636295,-0.0008647201,-0.0048663816,0.0065197814,-0.053867225,0.016912939,0.18672588,0.005463547,0.025595441,-0.022855064,0.042377084,0.047171973,-0.011137282,0.00233904,0.034172248,0.012322465,-0.03351599,0.08980604,-0.035945844,-0.010132534,-0.003954631,-0.05301092,0.0015659364,0.14504752,-0.08427044,0.09589403,0.084019184,-0.05624307,0.11717495,0.049657136,-0.045348957,-0.031742487,0.015632637,0.04668018,-0.080850676,-0.041247047,-0.3353372,0.08388447,-0.032735426,0.18300772,0.08860237,-0.015686385,0.049943857,0.043161884,0.06897609,0.009926689,0.104495995,-0.013462419,0.0026289597,0.0037262023,0.05574341,0.012987353,-0.058241867,0.04733948,0.0101556955,0.026293263,0.002156342,0.029937226,0.0906685,-0.035669375,-0.0062795444,0.020211479,0,3,0
18,-0.026430707,-0.03418561,0.026276505,-0.038022615,0.021603215,-0.027767252,0.016309611,0.058931824,0.04417828,-0.04563396,0.017636295,-0.0008647201,-0.0048663816,0.0065197814,-0.053867225,0.016912939,0.22041988,0.005463547,0.02047834,-0.022855064,0.042377084,0.047171973,-0.011137282,0.00233904,0.034172248,0.012322465,-0.03760973,0.0964536,-0.035945844,-0.010132534,-0.003954631,-0.05301092,0.0015659364,0.16080588,-0.08427044,0.10232722,0.09781971,-0.05624307,0.11539531,0.049657136,-0.045348957,-0.031742487,0.015632637,0.04668018,-0.07360215,-0.047333993,-0.34649804,0.08388447,-0.032735426,0.18217169,0.10199254,-0.027916145,0.037175883,0.037921507,0.07048172,0.009926689,0.08930094,-0.013462419,0.0026289597,0.0021358987,0.04492945,0.012987353,-0.058241867,0.04733948,0.0101556955,0.030037554,0.017359845,0.011034091,0.086026184,-0.035669375,-0.0062795444,0.020211479,0,3,0
19,-0.023959048,-0.038844932,0.05788791,-0.049542606,0.010706023,0.013304352,0.007887926,0.08117524,0.009170748,-0.07160627,-0.085434966,-0.005688737,-0.0073650773,0.026414193,-0.042551287,0.01304809,-0.050512306,-0.04465428,-0.1663905,0.033509396,0.071997896,-0.012951928,0.004601417,-0.06065733,0.10186981,-0.04201754,0.08375031,0.0055043017,-0.03621249,-0.031954937,-0.0055939443,-0.01993091,-0.0017576594,-0.05403824,0.013033488,0.08003431,-0.026706433,-0.046012394,0.0038776775,-0.0017563292,0.01002895,0.024801472,-0.020819264,0.07579276,0.022943066,-0.05558395,-0.059190936,0.03248169,-0.079376325,0.063996546,0.09966682,-0.03342183,0.061150458,0.05843193,-0.085136965,-0.01574276,-0.022968335,-0.033070523,0.017278796,0.058357004,0.23571996,0.02016843,0.014876818,0.07622482,-0.011263256,0.03111772,-0.01701239,0.019574014,0.0863085,0.0027531583,-0.0051453128,-0.032679945,1,3,1
20,-0.049284913,0.017354349,0.0116883535,0.017842771,0.031472694,-0.053457722,-0.0052012578,0.07608389,0.055289134,-0.121592894,-0.06375628,-0.00084875285,-0.025565963,0.091120034,-0.0072222315,0.038586017,-0.035223115,0.010330111,-0.20708959,0.0052185715,0.12571052,-0.018852893,-0.02282535,0.012868019,0.073894724,-0.0030807196,0.05988643,-0.17882116,-0.044599753,0.02796782,-0.027962102,0.010467351,0.033505753,-0.078852214,0.014450322,0.052260593,0.08741673,-0.006729949,0.14882179,0.04444131,0.03346158,-0.0408845,0.076267555,0.051663827,0.059744008,-0.052197173,0.10179138,0.052429438,-0.0038705994,-0.050239366,0.056959826,0.085944034,-0.08335584,0.028972548,0.08249069,0.008914917,0.24225302,-0.012366086,0.0271263,-0.199391,0.033336055,-0.15586531,-0.028401354,0.0007448136,-0.03344222,-0.20518684,-0.07126142,0.24748461,0.013527745,-0.064466745,0.024531435,0.022411328,1,2,1
21,-0.038388275,-0.009992244,0.06651212,-0.027799211,0.04559625,-0.04452647,0.018285366,0.021503888,0.010897592,-0.024901375,-0.069954485,-0.012858005,0.0019756865,0.027946375,0.01456688,0.036426518,-0.15935224,-0.008759041,-0.14653277,-0.06059319,0.03702221,-0.07864253,-0.026044346,-0.024390036,0.045774344,-0.030416563,-0.05513377,0.120420754,0.012924858,0.0318388,-0.0057314574,0.028789874,-0.017465927,0.090992674,-0.03109559,0.035413668,0.019131675,-0.019940399,0.07243415,-0.010066854,0.024833893,-0.06028858,-0.031790797,0.025697649,0.09188815,-0.1353042,-0.1847171,0.030893834,-0.027977483,-0.07645211,0.063581415,-0.18672068,-0.15714215,0.08959961,0.19164497,-0.028234918,0.0657334,0.027818648,0.023653002,0.09332623,0.06561102,-0.021712722,0.0128957005,-0.005886826,-0.048557684,-0.084591724,-0.0852169,0.042757742,-0.058792677,-0.012830755,0.0064843944,0.015798222,0,3,0
22,-0.014215717,-0.06464185,0.030782325,-0.06949507,-0.042112608,0.11950206,-0.05272362,0.018167913,0.096010566,-0.028468013,-0.06881253,0.043794777,-0.039735567,0.027532058,-0.07124698,0.004918204,-0.113003165,-0.0075964867,-0.0385265,-0.06258157,0.0379048,-0.084563516,0.008173308,0.006327725,0.15122902,-0.060292576,0.0038540536,0.0866947,-0.02177247,0.031372305,-0.035079613,-0.006941681,-0.07011796,0.20441426,-0.012225786,0.073904164,0.07237744,-0.010287876,0.14414226,-0.03657105,0.023502378,-0.057843883,-0.031069648,0.096657306,0.056177903,-0.117359236,-0.27377665,0.028705874,-0.05276693,-0.04195786,-0.05769054,0.030386912,-0.20147711,0.10231421,0.12076833,-0.020930398,0.196203,-0.06525887,0.02140027,0.07398741,0.11284095,-0.02554852,-0.012049357,0.06539385,-0.040169876,-0.18937339,-0.06291789,-0.04150183,0.03421328,-0.017044546,0.024968745,0.017086055,0,3,1
23,-0.014215717,-0.06464185,0.030782325,-0.06949507,-0.042112608,0.11950206,-0.05272362,0.018167913,0.096010566,-0.028468013,-0.06881253,0.043794777,-0.039735567,0.027532058,-0.07124698,0.004918204,-0.18889147,-0.0075964867,-0.06640091,-0.06258157,0.0379048,-0.084563516,0.008173308,0.006327725,0.15122902,-0.060292576,-0.09267855,0.116404824,-0.02177247,0.031372305,-0.035079613,-0.006941681,-0.07011796,0.0885535,-0.012225786,0.10208753,-0.041040115,-0.010287876,0.051451232,-0.03657105,0.023502378,-0.057843883,-0.031069648,0.096657306,0.07596157,-0.14545639,-0.18846141,0.028705874,-0.05276693,-0.14090376,-0.022513531,-0.12134889,-0.08689291,0.08865165,0.13266702,-0.020930398,0.0647458,-0.06525887,0.02140027,0.14478283,0.074601635,-0.02554852,-0.012049357,0.06539385,-0.040169876,-0.060279533,-0.095059425,-0.085530505,-0.067672364,-0.017044546,0.024968745,0.017086055,0,3,1
24,-0.014215717,-0.06464185,0.030782325,-0.06949507,-0.042112608,0.11950206,-0.05272362,0.018167913,0.096010566,-0.028468013,-0.06881253,0.043794777,-0.039735567,0.027532058,-0.07124698,0.004918204,0.010111411,-0.0075964867,-0.2867301,-0.06258157,0.0379048,-0.084563516,0.008173308,0.006327725,0.15122902,-0.060292576,0.061305422,0.015918517,-0.02177247,0.031372305,-0.035079613,-0.006941681,-0.07011796,0.0029682997,-0.012225786,0.025247473,0.08126468,-0.010287876,-0.015669193,-0.03657105,0.023502378,-0.057843883,-0.031069648,0.096657306,-0.05776469,0.046070825,0.13384473,0.028705874,-0.05276693,-0.01315613,-0.10748672,-0.1036496,0.12089661,0.108667165,0.006824385,-0.020930398,0.02443043,-0.06525887,0.02140027,-0.016255755,0.17382091,-0.02554852,-0.012049357,0.06539385,-0.040169876,0.013913793,-0.07385117,-0.073767185,-0.033491492,-0.017044546,0.024968745,0.017086055,0,3,0
25,-0.020665964,-0.043625925,0.039326616,-0.10302656,-0.06293302,0.15141237,-0.082103916,0.018167913,0.10540452,-0.028468013,-0.06881253,0.06630207,-0.036893632,0.027532058,-0.09609081,0.0066072857,-0.15779893,-0.0075964867,-0.007939466,-0.06258157,0.0379048,-0.084563516,0.026350614,-0.0009848379,0.17622982,-0.08163881,-0.050784674,0.1061353,-0.012117967,0.031372305,-0.016385114,0.01421894,-0.07850834,0.19221553,-0.015852699,0.07036256,0.0018697118,-0.023987554,0.14206566,-0.027061336,0.023502378,-0.057843883,-0.031069648,0.09439051,0.04395519,-0.12357998,-0.28417194,0.028705874,-0.07530951,-0.053016152,-0.06457194,0.059917215,-0.1434968,0.09952822,0.08393957,-0.020930398,0.1755627,-0.049158446,0.02140027,0.12116071,0.11857299,-0.02554852,-0.016918235,0.070929915,-0.040169876,-0.1593566,-0.07176705,-0.11932891,-0.0072084297,-0.017044546,0.044632845,0.017086055,0,3,1
26,-0.020665964,-0.043625925,0.039326616,-0.10302656,-0.06293302,0.15141237,-0.082103916,0.018167913,0.10540452,-0.028468013,-0.06881253,0.06630207,-0.036893632,0.027532058,-0.09609081,0.0066072857,-0.15590717,-0.0075964867,-0.007225356,-0.06258157,0.0379048,-0.084563516,0.026350614,-0.0009848379,0.17622982,-0.08163881,-0.05748243,0.10521549,-0.012117967,0.031372305,-0.016385114,0.01421894,-0.07850834,0.19811857,-0.015852699,0.06070415,-0.0010795902,-0.023987554,0.14151245,-0.027061336,0.023502378,-0.057843883,-0.031069648,0.09439051,0.049254317,-0.12043018,-0.2809687,0.028705874,-0.07530951,-0.062140934,-0.05787329,0.05123102,-0.14198059,0.10236641,0.09631647,-0.020930398,0.18027137,-0.049158446,0.02140027,0.12802832,0.11456966,-0.02554852,-0.016918235,0.070929915,-0.040169876,-0.15844771,-0.07308595,-0.11667865,-0.010654532,-0.017044546,0.044632845,0.017086055,0,3,1
